Account Name,Website,Country/Region,City,LinkedIn URL,Lead Source,Lead Rating,Status,Topic,Description,Industry,Segment,Owner,Next Step,Notes
Eksma Optics,http://www.eksmaoptics.com/,Lituanie,VILNIUS,https://www.linkedin.com/company/eksma-optics/,Eurosatory 2026 Catalog,B,New,"Textiles, composites, optronique, énergie pour kits soldat.","EKSMA Optics is a European photonics manufacturer based in Vilnius, delivering advanced optical and laser components for next-generation defense systems. Wit...",Soldier systems,C4ISR; Optics / optronics,,Review website and validate opportunity,
ELAUL,https://www.elaul.fr/,France,MONTAUBAN,,Eurosatory 2026 Catalog,D,New,Qualifier l'activité avant tout pitch ciblé.,To enrich,Other,,,No immediate action,
Elbe Holding,http://www.elbe-group.de/en/,Allemagne,BIETIGHEIM-BISSINGEN,,Eurosatory 2026 Catalog,B,New,"Composites, capteurs, comms, lancement pour primes spatiaux.","The Elbe Group is a market leader in the manufacture of drive solutions for vehicle and machine construction. Founded in 1919, the Elbe Group is a family-ow...",Space / satellite,Soldier systems; Radar / sensors,,Review website and validate opportunity,
Elbit Systems,http://www.elbitsystems.com/,Israël,HAIFA,,Eurosatory 2026 Catalog,D,New,Qualifier l'activité avant tout pitch ciblé.,To enrich,Other,,,No immediate action,
Elbit Systems Sweden AB,http://elbitsystems.se/,Suède,Gothenburg,https://www.linkedin.com/company/elbit-systems-sweden-ab/,Eurosatory 2026 Catalog,B,New,"Vend des sous-systèmes / composants à un OEM construisant Optronics / Optics, Tactical radios.","Elbit Systems Sweden AB is a Swedish company with the vision of being the natural choice for protecting society and creating a safer world. Founded in 2020, ...",Intelligence / ISR,Naval defense; C4ISR,,Review website and validate opportunity,
"ELDIS PARDUBICE, S.R.O.",http://www.eldis.cz/,République tchèque,PARDUBICE,,Eurosatory 2026 Catalog,D,New,Qualifier l'activité avant tout pitch ciblé.,To enrich,Other,,,No immediate action,
Electro Optic Systems,https://www.eos-aus.com/,Australie,CANBERRA,,Eurosatory 2026 Catalog,D,New,Qualifier l'activité avant tout pitch ciblé.,To enrich,Other,,,No immediate action,
ELECTROPOLI SA,http://www.electropoli.com/,France,ISIGNY LE BUAT,https://www.linkedin.com/company/groupe-electropoli-sa/,Eurosatory 2026 Catalog,B,New,"Matériaux énergétiques, mécanique, packaging, certification.","Electropoli is a recognized player in metal surface treatment, specializing in critical applications for demanding sectors such as Defense, Aeronautics, and ...",Ammunition,Simulation / training; Logistics / MRO,,Review website and validate opportunity,
Electro-therm,https://www.electrotherm.fr/,France,BRON,,Eurosatory 2026 Catalog,D,New,Qualifier l'activité avant tout pitch ciblé.,To enrich,Other,,,No immediate action,
Elektroda Zagreb d.o.o.,https://ezg.hr/,Croatie,Zaprešić,,Eurosatory 2026 Catalog,B,New,Canal de distribution / représentation pour notre portefeuille.,Prilog u vijestima – Elektroda Zagreb d.o.o. i sufinanciranje iz EU fondova Proizvodi CERTIFIKATI ELEKTRODE ŽICE ŠIPKE KISWEL PRIBOR PRIBOR ZA BAČVE „Financira Europska unija – NextGenerationEU. Ni Europska unija ni Europska komisija ne mog…,Naval defense,Logistics / MRO; Export / distribution,,Review website and validate opportunity,
ELETTRONICA SPA,https://www.eltgroup.net/,Italie,ROMA,,Eurosatory 2026 Catalog,D,New,Qualifier l'activité avant tout pitch ciblé.,To enrich,Other,,,No immediate action,
"ELFYS, INC.",http://www.elfys.fi/,Finlande,ESPOO,https://www.linkedin.com/company/elfys,Eurosatory 2026 Catalog,A,New,"Capteurs, payloads optroniques, communications pour plateformes ISR.","ElFys develops and manufactures ultra-sensitive photodiodes using patented black silicon nanotechnology, offering broad-spectrum, near-ideal responsivity. Fo...",Intelligence / ISR,Soldier systems; Optics / optronics,,Contact sales team and qualify need,
ELGIE - Actemium Roanne Connectique,https://www.actemium.fr/implantations/actemium-roanne-connectique/presentation/,France,ROANNE,,Eurosatory 2026 Catalog,D,New,Qualifier l'activité avant tout pitch ciblé.,To enrich,Other,,,No immediate action,
ELIKA TEAM,https://elikateam.com/,France,BIARRITZ,,Eurosatory 2026 Catalog,D,New,Qualifier l'activité avant tout pitch ciblé.,To enrich,Other,,,No immediate action,
Elistair,http://www.elistair.com/,France,DARDILLY,https://www.linkedin.com/company/3720597/admin/dashboard/,Eurosatory 2026 Catalog,B,New,"Capteurs, payloads optroniques, communications pour plateformes ISR.","Founded in 2014 in Lyon and Wilmington, Elistair designs tethered drone systems for perimeter protection, border surveillance, and event security. Its patent...",Intelligence / ISR,Land defense; Homeland security,,Review website and validate opportunity,
Elmo Motion Control,https://www.elmomc.com/,Israël,PETACH TIKVA,https://www.linkedin.com/company/elmomotioncontrol/,Eurosatory 2026 Catalog,D,New,Qualifier l'activité avant tout pitch ciblé.,To enrich,Other,,,No immediate action,
ELMON SA,https://www.elmon.com/,Grèce,ATHENS PEANIA,,Eurosatory 2026 Catalog,D,New,Qualifier l'activité avant tout pitch ciblé.,To enrich,Other,,,No immediate action,
ELNO,https://www.elno.fr/,France,ARGENTEUIL,,Eurosatory 2026 Catalog,D,New,Qualifier l'activité avant tout pitch ciblé.,To enrich,Other,,,No immediate action,
ELYNXO,http://www.elynxo.fr/,France,LES ULIS,https://www.linkedin.com/company/10376980/,Eurosatory 2026 Catalog,B,New,"Matières premières, outils coupants, services qualité pour sous-traitants.","Elynxo specializes in the design, manufacture, and maintenance of optronic equipment and subassemblies for defense, security, and industry. Drawing on extens...",Industrial subcontracting,Air defense; Naval defense,,Review website and validate opportunity,
EM&E,https://www.eme-es.com/,Espagne,ALCALÁ DE HENARES,,Eurosatory 2026 Catalog,D,New,Qualifier l'activité avant tout pitch ciblé.,To enrich,Other,,,No immediate action,
Emaan International Company,,Arabie saoudite,Riyadh,,Eurosatory 2026 Catalog,D,New,Qualifier l'activité avant tout pitch ciblé.,To enrich,Other,,,No immediate action,
EMAG,http://www.emag.com/,Allemagne,SALACH,https://www.linkedin.com/company/emaggroup,Eurosatory 2026 Catalog,A,New,"Moteurs, composites, plaques balistiques, optronique, comms pour OEM blindés.",Defense Industry: Manufacturing solutions for the highest productivity level The EMAG Group is a leading supplier of manufacturing systems for the defense in...,Armored vehicles,Weapons; Ammunition,,Contact sales team and qualify need,
Embedl,http://www.embedl.com/,Suède,Göteborg,https://www.linkedin.com/company/embedl/,Eurosatory 2026 Catalog,A,New,"Capteurs, payloads optroniques, communications pour plateformes ISR.",Embedl enables reliable deployment of generative AI and physical AI on edge and embedded hardware for defense systems. Our platform optimizes and compiles AI...,Intelligence / ISR,UAV / drones; Radar / sensors,,Contact sales team and qualify need,
EMBERION LTD,http://www.emberion.com/,Royaume-Uni,CAMBRIDGE,,Eurosatory 2026 Catalog,D,New,Qualifier l'activité avant tout pitch ciblé.,To enrich,Other,,,No immediate action,
EMBRAER,http://embraer.com/defense-security-overview/en/,Brésil,SÃO JOSÉ DOS CAMPOS,,Eurosatory 2026 Catalog,D,New,Qualifier l'activité avant tout pitch ciblé.,"Embraer’s portfolio includes the KC-390 Millennium – a new generation, multi-mission military transport and air-to-air refueling aircraft – and the A-29 Supe...",Other,,,No immediate action,
EMD,http://www.emd-pro.com/,France,LANESTER,,Eurosatory 2026 Catalog,D,New,Qualifier l'activité avant tout pitch ciblé.,To enrich,Other,,,No immediate action,
Emergent Swarm Solutions,https://emergentswarms.com/,Pays-Bas,DELFT,,Eurosatory 2026 Catalog,B,New,"Fournisseur de batteries, moteurs, optronique, RF, composites pour fabricants UAV.","We’re a small, sharp team building the future of collaborative intelligence — driven by curiosity, grounded in engineering, and focused on solving real problems. A launchpad for autonomous systems where bold ideas become working drones.",UAV / drones,Simulation / training,,Review website and validate opportunity,
Emiliana Serbatoi,http://www.emilianaserbatoi.com/,Italie,CAMPOGALLIANO,https://www.linkedin.com/company/11005217,Eurosatory 2026 Catalog,B,New,"Outils SOC/SIEM, brique de sécurité défensive pour vendeur cyber.","Emiliana Serbatoi has been an international leading producer of equipment, devices and systems for storage, transport and delivery of petroleum products and ...",Cybersecurity,Armored vehicles; Export / distribution,,Review website and validate opportunity,
Emirates Cable Corporation Interconnect (ECCI),https://ecci.ae/,Émirats arabes unis,Abu Dhabi,,Eurosatory 2026 Catalog,D,New,Qualifier l'activité avant tout pitch ciblé.,Our site is coming soon We are doing some maintenance on our site.,Logistics / MRO,,,No immediate action,
EMITECH,http://www.emitech.fr/,France,MONTIGNY LE BRETONNEUX,,Eurosatory 2026 Catalog,D,New,Qualifier l'activité avant tout pitch ciblé.,To enrich,Other,,,No immediate action,
EMJ Metāls SIA,http://www.emjmetals.lv/,Lettonie,Ķekavas novads,https://www.linkedin.com/company/emj-metals-sia/,Eurosatory 2026 Catalog,C,New,Activité à qualifier — discovery call avant pitch précis.,"EMJ Metāls SIA (Latvia, EU/NATO) is a metal processing company delivering sheet metal components and welded structures for defence industries. We support Eur...",Other,,,Keep in watchlist,
Empact ApS,,Danemark,København NV,,Eurosatory 2026 Catalog,D,New,Qualifier l'activité avant tout pitch ciblé.,To enrich,Other,,,No immediate action,
EMPL,https://www.empl.at/,Autriche,KALTENBACH IM ZILLERTAL,,Eurosatory 2026 Catalog,D,New,Qualifier l'activité avant tout pitch ciblé.,To enrich,Other,,,No immediate action,
EMS Concept,https://www.ems-concept.com/,France,SAVERNE,,Eurosatory 2026 Catalog,D,New,Qualifier l'activité avant tout pitch ciblé.,To enrich,Other,,,No immediate action,
EMTECH,https://www.emtechinc.net/,États-Unis,Sterling Heights,,Eurosatory 2026 Catalog,B,New,"Vend des sous-systèmes / composants à un OEM construisant Vehicles, Software / Platforms.","Accept Decline Welcome To Emtech With more than 25 years of experience, we provide vertically integrated manufacturing solutions for various industries and markets. What We Do Capabilities Products Markets Company About Contact Contact sale…",Naval defense,Logistics / MRO,,Review website and validate opportunity,
ENAG,https://www.enag.fr/,France,QUIMPER,,Eurosatory 2026 Catalog,D,New,Qualifier l'activité avant tout pitch ciblé.,To enrich,Other,,,No immediate action,
ENCORP LTD,https://encorp.eu/,Cyprus,NICOSIA,,Eurosatory 2026 Catalog,D,New,Qualifier l'activité avant tout pitch ciblé.,To enrich,Other,,,No immediate action,
Energetics Technology ltd,https://www.energetics-technology.com/,Royaume-Uni,"Ashbourne, Derbyshire",,Eurosatory 2026 Catalog,C,New,"Vend des sous-systèmes / composants à un OEM construisant Software / Platforms, Logistics equipment.","Drawing on years of experience in the science of energetics, it is our mission to design, test and manufacture the best pyrotechnic mechanisms and devices. All our products are put through the most rigorous design, manufacture and quality c…",Other,,,Keep in watchlist,
ENERGIE METAL,https://www.energie-metal.fr/,France,LE COTEAU,,Eurosatory 2026 Catalog,D,New,Qualifier l'activité avant tout pitch ciblé.,To enrich,Other,,,No immediate action,
Engineering Conception Maintenance,https://www.ecm-crit.com/,France,Paris,,Eurosatory 2026 Catalog,D,New,Qualifier l'activité avant tout pitch ciblé.,To enrich,Other,,,No immediate action,
Enidine,https://www.enidine.com/,États-Unis,Orchard Park,,Eurosatory 2026 Catalog,D,New,Qualifier l'activité avant tout pitch ciblé.,To enrich,Other,,,No immediate action,
Ensign-Bickford Aerospace & Defense,http://www.ebad.com/,États-Unis,SIMSBURY,https://www.linkedin.com/company/ensign-bickford-aerospace-&-defense-company/,Eurosatory 2026 Catalog,D,New,Qualifier l'activité avant tout pitch ciblé.,"Ensign-Bickford Aerospace & Defense Company (EBAD) is a leader in explosive breaching, EOD and demolition technology. Our products include Primacord® Detona...",Other,,,No immediate action,
ENSTROM HELICOPTER CORPORATION,http://www.enstromhelicopter.com/,États-Unis,MENOMINEE,,Eurosatory 2026 Catalog,B,New,"Composites, capteurs, comms, lancement pour primes spatiaux.","Law Enforcement & First Response Built for endurance, power, value, and versatility – Enstrom helicopters are safe, dependable, and most importantly, effective in the protection of your community. Learn More Military & Government Built with…",Space / satellite,Land defense; Homeland security,,Review website and validate opportunity,
Entremonde Polycoaters Limited,http://www.entremonde.com/,Inde,NASHIK,,Eurosatory 2026 Catalog,D,New,Qualifier l'activité avant tout pitch ciblé.,To enrich,Other,,,No immediate action,
EO SECURITY s.r.o.,https://www.eo-security.com/,République tchèque,Brno,,Eurosatory 2026 Catalog,D,New,Qualifier l'activité avant tout pitch ciblé.,To enrich,Other,,,No immediate action,
EODH SA,http://www.eodh-protection.com/,Grèce,THESSALONIKI,,Eurosatory 2026 Catalog,D,New,Qualifier l'activité avant tout pitch ciblé.,To enrich,Other,,,No immediate action,
EOS GmbH,http://www.eos.info/,Allemagne,Krailing,,Eurosatory 2026 Catalog,A,New,"Fournisseur de batteries, moteurs, optronique, RF, composites pour fabricants UAV.","Additive manufacturing (AM) is transforming the defense sector by enabling rapid prototyping, customized designs, and on-demand production of high-performanc...",UAV / drones,Soldier systems; Logistics / MRO,,Contact sales team and qualify need,
EOS TECHNOLOGIE,https://www.eos-technologie.com/,France,VARCES-ALLIÈRE-ET-RISSET,,Eurosatory 2026 Catalog,D,New,Qualifier l'activité avant tout pitch ciblé.,To enrich,Other,,,No immediate action,
EOST,https://www.eosystem.com/,Corée du Sud,SEOUL,https://www.linkedin.com/company/96136565/admin/feed/posts/,Eurosatory 2026 Catalog,D,New,Qualifier l'activité avant tout pitch ciblé.,To enrich,Other,,,No immediate action,
EPCI,,France,ENNERY,https://www.linkedin.com/in/epci-engineering/,Eurosatory 2026 Catalog,D,New,Qualifier l'activité avant tout pitch ciblé.,To enrich,Other,,,No immediate action,
Epec Oy,http://www.epec.fi/,Finlande,Seinäjoki,https://www.linkedin.com/company/epec/,Eurosatory 2026 Catalog,B,New,"Visuel, motion, haptique, IA pour fabricants de simulateurs.","Epec Oy is a system supplier specializing in advanced control systems, software, e-powertrain solutions, autonomous, assistance and perception systems for n...",Simulation / training,Logistics / MRO; Engineering services,,Review website and validate opportunity,
Ephyca,https://www.ephyca.com/,Belgique,LIEGE,https://www.linkedin.com/company/ephyca/,Eurosatory 2026 Catalog,A,New,"Fournisseur de batteries, moteurs, optronique, RF, composites pour fabricants UAV.",Turning data into insights into the cognitive and physiological states.,UAV / drones,Homeland security; Cybersecurity,,Contact sales team and qualify need,
