Name,Website,BillingCountry,BillingCity,LinkedIn__c,Industry,Type,Lead_Score__c,Lead_Rating__c,Status,Description,Next_Step__c,Buying_Need_Main__c,Lead_Source__c
FALKEN S.A.U.,http://www.falken.es/,Espagne,MADRID,,Other,À vérifier,,D,New,Qualifier l'activité avant tout pitch ciblé.,No immediate action,To enrich,Eurosatory 2026 Catalog
FASSI,http://www.fassi.com/,Italie,ALBINO BG,https://www.linkedin.com/company/fassi-official/,AI / data,Distributeur,76.5,A,New,"GPUs, cloud, data annotation, hardening cyber pour plateforme IA.",Contact sales team and qualify need,Cloud / data services,Eurosatory 2026 Catalog
FAUN Trackway Limited,http://www.fauntrackway.co.uk/,Royaume-Uni,ANGLESEY,https://www.linkedin.com/company/faun-trackway/?viewAsMember=true,UAV / drones,Distributeur,80.0,A,New,"Fournisseur de batteries, moteurs, optronique, RF, composites pour fabricants UAV.",Contact sales team and qualify need,Energy / batteries,Eurosatory 2026 Catalog
FDH Aero,https://fdhaero.com/,États-Unis,COMMERCE,https://www.linkedin.com/company/fdhaero/,Other,À vérifier,16.6,D,New,Qualifier l'activité avant tout pitch ciblé.,No immediate action,Industrial subcontracting / machining,Eurosatory 2026 Catalog
FEDD,https://www.agon-electronics.com/fedd/,France,VAL DE LOUYRE ET CAUDEAU,,Other,À vérifier,,D,New,Qualifier l'activité avant tout pitch ciblé.,No immediate action,To enrich,Eurosatory 2026 Catalog
Fédération Bancaire Française,https://www.fbf.fr/fr/,France,PARIS,https://www.linkedin.com/company/fbf/posts/?feedView=all,Armored vehicles,OEM,70.5,B,New,"Moteurs, composites, plaques balistiques, optronique, comms pour OEM blindés.",Review website and validate opportunity,Electronic components,Eurosatory 2026 Catalog
FEDERATION OF SECURITY AND DEFENCE INDUSTRIES OF LATVIA,http://www.federacija.lv/,Lettonie,RIGA,,Other,À vérifier,,D,New,Qualifier l'activité avant tout pitch ciblé.,No immediate action,To enrich,Eurosatory 2026 Catalog
FELSENSOHN,http://felsensohnsafetybelts.com/,Turquie,BURSA,https://www.linkedin.com/company/104619788,Other,OEM,50.4,C,New,"Vend des sous-systèmes / composants à un OEM construisant Logistics equipment, Vehicles.",Keep in watchlist,Mechanical parts,Eurosatory 2026 Catalog
FERONYL SA,https://www.feronyl.com/,Belgique,MOUSCRON,,Other,À vérifier,,D,New,Qualifier l'activité avant tout pitch ciblé.,No immediate action,To enrich,Eurosatory 2026 Catalog
FEV FRANCE,http://fev.com/,France,SAINT QUENTIN EN YVELINES,,Cybersecurity,Société de services,73.0,B,New,"Threat intel, hardware appliances, cloud souverain, audits.",Review website and validate opportunity,Engines / propulsion,Eurosatory 2026 Catalog
FFG FLENSBURGER FAHRZEUGBAU GESELLSCHAFT MBH,http://www.ffg-flensburg.de/,Allemagne,FLENSBURG,,Other,À vérifier,,D,New,Qualifier l'activité avant tout pitch ciblé.,No immediate action,To enrich,Eurosatory 2026 Catalog
"FFT GD SPORTS CO,.LTD",http://www.fftsport.com/,Chine,SHENZHEN,,Homeland security,OEM,67.2,B,New,"Vend des sous-systèmes / composants à un OEM construisant Logistics equipment, Software / Platforms.",Review website and validate opportunity,Mechanical parts,Eurosatory 2026 Catalog
FGH TECHNOLOGIES,https://www.fgh-technologies.com/,France,SULLY‑SUR‑LOIRE,,Other,À vérifier,,D,New,Qualifier l'activité avant tout pitch ciblé.,No immediate action,To enrich,Eurosatory 2026 Catalog
FibreCoat,https://www.fibrecoat.de/,Allemagne,AACHEN,https://www.linkedin.com/company/37058976/,Radar / sensors,OEM,73.0,B,New,"Front-ends RF, processeurs, mécanique de précision pour fabricants radars.",Review website and validate opportunity,Energy / batteries,Eurosatory 2026 Catalog
FIDEMECA,https://www.fidemeca.com/,France,LES ESSARTS EN BOCAGE,,Other,À vérifier,,D,New,Qualifier l'activité avant tout pitch ciblé.,No immediate action,To enrich,Eurosatory 2026 Catalog
FIDUCIAL SECURITE,http://www.fiducial-securite.fr/,France,COURBEVOIE,https://fr.linkedin.com/company/fiducial-s%C3%A9curit%C3%A9,Intelligence / ISR,Distributeur,66.8,B,New,"Capteurs, payloads optroniques, communications pour plateformes ISR.",Review website and validate opportunity,Mechanical parts,Eurosatory 2026 Catalog
FIGHTLITE INDUSTRIES,https://www.fightlite.com/,États-Unis,MELBOURNE,,Other,À vérifier,15.6,D,New,Qualifier l'activité avant tout pitch ciblé.,No immediate action,Industrial subcontracting / machining,Eurosatory 2026 Catalog
filiale de SERMA Ingénieurie,https://www.tdm-ing.com/,France,MERIGNAC,,Other,À vérifier,,D,New,Qualifier l'activité avant tout pitch ciblé.,No immediate action,To enrich,Eurosatory 2026 Catalog
FINAL ADVANCED MATERIALS,https://www.final-materials.com/,France,Didenheim,,Other,À vérifier,,D,New,Qualifier l'activité avant tout pitch ciblé.,No immediate action,To enrich,Eurosatory 2026 Catalog
FINCANTIERI NEXTECH,https://www.fincantierinextech.com/,Italie,MILANO,,Naval defense,OEM,79.0,A,New,"Radars, sonars, comms, armement, sustainment pour primes navals.",Contact sales team and qualify need,Sensors,Eurosatory 2026 Catalog
FINISHED SOLUTION,http://www.finishedsolution.com/main,Corée du Sud,"Gimpo-si, Gyeonggi-do",,Other,À vérifier,,D,New,Qualifier l'activité avant tout pitch ciblé.,No immediate action,To enrich,Eurosatory 2026 Catalog
FIOCCHI MUNIZIONI,http://www.fiocchi.com/,Italie,LECCO,,Other,À vérifier,,D,New,Qualifier l'activité avant tout pitch ciblé.,No immediate action,To enrich,Eurosatory 2026 Catalog
FIRE EAGLE ARMORY,https://fireeagle-armory.com/fire-eagle-armory-armas/,Brésil,ESTEIO - RS,,Weapons,OEM,63.5,B,New,"Vend des sous-systèmes / composants à un OEM construisant Software / Platforms, Logistics equipment.",Review website and validate opportunity,Cloud / data services,Eurosatory 2026 Catalog
Fire Point,http://firepoint.technology/,Ukraine,KYIV,,UAV / drones,OEM,45.8,C,New,Sub-system / payload pour OEM drones tactiques.,Keep in watchlist,Energy / batteries,Eurosatory 2026 Catalog
FIRECO,https://www.fireco.eu/,Italie,GUSSAGO,,Other,À vérifier,,D,New,Qualifier l'activité avant tout pitch ciblé.,No immediate action,To enrich,Eurosatory 2026 Catalog
FISAZA,http://www.fisaza.com/,Émirats arabes unis,RAS AL KHAIMAH,https://www.linkedin.com/company/fisaza/,Weapons,OEM,62.2,B,New,"Usinage de précision, matériaux, optronique, composants munitions ITAR-friendly.",Review website and validate opportunity,Mechanical parts,Eurosatory 2026 Catalog
FISCHER CONNECTORS,http://www.fischerconnectors.fr/,France,CHANTELOUP-EN-BRIE,https://www.linkedin.com/company/fischer-connectors,Radar / sensors,OEM,54.2,C,New,"Front-ends RF, processeurs, mécanique de précision pour fabricants radars.",Keep in watchlist,Electronic components,Eurosatory 2026 Catalog
Fischer Panda GmbH,http://defence.fischerpanda.de/,Allemagne,PADERBORN,https://de.linkedin.com/company/fischerpanda,Other,À vérifier,17.6,D,New,Qualifier l'activité avant tout pitch ciblé.,No immediate action,Industrial subcontracting / machining,Eurosatory 2026 Catalog
FIXATION TECHNIQUE DE VIREUX,http://www.ftv-sa.fr/,France,VIREUX MOLHAIN,,Other,À vérifier,,D,New,Qualifier l'activité avant tout pitch ciblé.,No immediate action,To enrich,Eurosatory 2026 Catalog
FJORD DEFENCE AS,https://www.fjorddefencegroup.no/,Norvège,SKALLESTAD,,Other,À vérifier,,D,New,Qualifier l'activité avant tout pitch ciblé.,No immediate action,To enrich,Eurosatory 2026 Catalog
FLYING EYE,https://www.flyingeye.fr/,France,BIOT,,Other,À vérifier,,D,New,Qualifier l'activité avant tout pitch ciblé.,No immediate action,To enrich,Eurosatory 2026 Catalog
FLYING OBJECTS TECHNOLOGIES,https://www.flyingobjects.tech/,France,PARIS,https://www.linkedin.com/company/flying-objects-technologies/about/?viewAsMember=true,Space / satellite,OEM,76.0,A,New,"Composites, capteurs, comms, lancement pour primes spatiaux.",Contact sales team and qualify need,Engines / propulsion,Eurosatory 2026 Catalog
FMS USA,https://www.fms.co.il/,États-Unis,LINCOLNTON,,Other,À vérifier,,D,New,Qualifier l'activité avant tout pitch ciblé.,No immediate action,To enrich,Eurosatory 2026 Catalog
FN,http://www.fnherstal.com/,Belgique,HERSTAL,https://www.linkedin.com/company/fn-herstal,Land defense,Sous-traitant industriel,72.0,B,New,"Sous-systèmes, composites, certification pour primes terrestres.",Review website and validate opportunity,Electronic components,Eurosatory 2026 Catalog
Fonderie de Bretagne,https://www.fonderiedebretagne.com/,France,CAUDAN,,Other,À vérifier,,D,New,Qualifier l'activité avant tout pitch ciblé.,No immediate action,To enrich,Eurosatory 2026 Catalog
FORCE Technology,http://forcetechnology.com/en/defence,Danemark,Brøndby,https://www.linkedin.com/company/force-technology/posts/?feedView=all,Naval defense,OEM,82.0,A,New,"Radars, sonars, comms, armement, sustainment pour primes navals.",Contact sales team and qualify need,Engines / propulsion,Eurosatory 2026 Catalog
FORCETEK,http://www.forcetek.it/,Italie,FORCE (AP),,Other,À vérifier,,D,New,Qualifier l'activité avant tout pitch ciblé.,No immediate action,To enrich,Eurosatory 2026 Catalog
FORCIT OY,https://www.forcit.fi/defence,Finlande,HANKO,,Other,À vérifier,,D,New,Qualifier l'activité avant tout pitch ciblé.,No immediate action,To enrich,Eurosatory 2026 Catalog
FORD GLOBAL FLEET SALES,http://fordglobalfleetsales.com/,États-Unis,SOUTHFIELD,https://www.linkedin.com/company/fordglobalfleetsales/,Naval defense,Distributeur,80.0,A,New,"Radars, sonars, comms, armement, sustainment pour primes navals.",Contact sales team and qualify need,Engines / propulsion,Eurosatory 2026 Catalog
Forecr,,Estonie,Tallinn,,Other,À vérifier,,D,New,Qualifier l'activité avant tout pitch ciblé.,No immediate action,To enrich,Eurosatory 2026 Catalog
FOREIGN TRADE CHAMBER OF BOSNIA AND HERZEGOVINA,https://www.komorabih.ba/,Bosnia and Herzegovina,SARAJEVO,,Other,À vérifier,,D,New,Qualifier l'activité avant tout pitch ciblé.,No immediate action,To enrich,Eurosatory 2026 Catalog
Formnext,https://formnext.mesago.com/frankfurt/en.html,Allemagne,STUTTGART,https://www.linkedin.com/company/formnext/,Optics / optronics,OEM,75.1,A,New,"Vend des sous-systèmes / composants à un OEM construisant Software / Platforms, Engines / propulsion.",Contact sales team and qualify need,Cloud / data services,Eurosatory 2026 Catalog
Forterra,https://forterra.com/,États-Unis,Arlington,,Cybersecurity,OEM,72.5,B,New,"Threat intel, hardware appliances, cloud souverain, audits.",Review website and validate opportunity,Mechanical parts,Eurosatory 2026 Catalog
FOX KNIVES - Oreste Frati S.r.l.,https://www.foxknives.com/,Italie,MANIAGO,,Other,À vérifier,,D,New,Qualifier l'activité avant tout pitch ciblé.,No immediate action,To enrich,Eurosatory 2026 Catalog
FRACHT FRANCE,http://www.frachtgroup.com/,France,TREMBLAY EN FRANCE,https://www.linkedin.com/company/fracht-france,Naval defense,OEM,72.1,B,New,"Radars, sonars, comms, armement, sustainment pour primes navals.",Review website and validate opportunity,Mechanical parts,Eurosatory 2026 Catalog
FRANKENBURG TECHNOLOGIES OU,http://www.frankenburg.tech/,Estonie,TALLINN,https://www.linkedin.com/company/frankenburg-tech/posts/?feedView=all,Intelligence / ISR,OEM,80.0,A,New,"Capteurs, payloads optroniques, communications pour plateformes ISR.",Contact sales team and qualify need,Engines / propulsion,Eurosatory 2026 Catalog
FRANZ ACHLEITNER-FAHRZEUGBAU und Reifenzentrum GmbH,http://www.achleitner.com/,Autriche,WÖRGL,,Other,À vérifier,,D,New,Qualifier l'activité avant tout pitch ciblé.,No immediate action,To enrich,Eurosatory 2026 Catalog
Fraunhofer IAPT,https://www.iapt.fraunhofer.de/de/zukunftsfelder---branchen/zukunftsfeld-sicherheit---defense.html,Allemagne,HAMBURG,https://www.linkedin.com/company/fraunhofer-iapt/posts/?feedView=all,Weapons,Sous-traitant industriel,61.0,B,New,"Usinage de précision, matériaux, optronique, composants munitions ITAR-friendly.",Review website and validate opportunity,Software,Eurosatory 2026 Catalog
Frequentis AG,https://www.frequentis.com/,Autriche,VIENNA,https://www.linkedin.com/company/Frequentis,Intelligence / ISR,OEM,81.5,A,New,"Capteurs, payloads optroniques, communications pour plateformes ISR.",Contact sales team and qualify need,Energy / batteries,Eurosatory 2026 Catalog
FRESTEMS,http://www.frestems.fi/,Finlande,SASTAMALA,,Logistics / MRO,OEM,75.0,A,New,"Pièces de rechange, calibration, certification pour acteurs MRO.",Contact sales team and qualify need,Engines / propulsion,Eurosatory 2026 Catalog
FREWITT FABRIQUE DE MACHINES SA,https://www.frewitt.com/,Suisse,GRANGES-PACCOT,https://www.linkedin.com/company/frewitt/?viewAsMember=true,Radar / sensors,Sous-traitant industriel,50.6,C,New,"Front-ends RF, processeurs, mécanique de précision pour fabricants radars.",Keep in watchlist,Electronic components,Eurosatory 2026 Catalog
FRICTAPE,http://frictape.com/,Finlande,VANTAA,https://www.linkedin.com/company/frictape-net-ltd/,UAV / drones,OEM,46.8,C,New,Sub-system / payload pour OEM drones tactiques.,Keep in watchlist,Energy / batteries,Eurosatory 2026 Catalog
Fritz Stephan GmbH,http://www.stephan-gmbh.com/,Allemagne,GACKENBACH,https://www.linkedin.com/company/fritzstephan/?viewAsMember=true,Radar / sensors,Distributeur,68.5,B,New,"Front-ends RF, processeurs, mécanique de précision pour fabricants radars.",Review website and validate opportunity,Mechanical parts,Eurosatory 2026 Catalog
FRONIUS INTERNATIONAL GMBH,,Autriche,SATTLEDT,,Other,À vérifier,,D,New,Qualifier l'activité avant tout pitch ciblé.,No immediate action,To enrich,Eurosatory 2026 Catalog
"Fsain Technology Co., Ltd.",http://www.fsain.com/,Chine,HANGZHOU,,Intelligence / ISR,OEM,72.5,B,New,"Capteurs, payloads optroniques, communications pour plateformes ISR.",Review website and validate opportunity,Engines / propulsion,Eurosatory 2026 Catalog
FSI,http://www.fsi.no/,Norvège,OSLO,,Other,À vérifier,,D,New,Qualifier l'activité avant tout pitch ciblé.,No immediate action,To enrich,Eurosatory 2026 Catalog
FT WIND SENSORS (FT Technologies),http://fttechnologies.com/,Royaume-Uni,SUNBURY-ON-THAMES,https://www.linkedin.com/company/ft-technologies-ltd,C4ISR,Distributeur,76.5,A,New,"Composants, sous-systèmes, software, services pour primes C4ISR.",Contact sales team and qualify need,Energy / batteries,Eurosatory 2026 Catalog
FUCHS LUBRIFIANT,,France,RUEIL MALMAISON,,Other,À vérifier,,D,New,Qualifier l'activité avant tout pitch ciblé.,No immediate action,To enrich,Eurosatory 2026 Catalog
"Fulcrum Concepts, LLC",https://www.fulcrumconceptsllc.com/,États-Unis,Mattaponi,,Other,À vérifier,,D,New,Qualifier l'activité avant tout pitch ciblé.,No immediate action,To enrich,Eurosatory 2026 Catalog
FullScale,http://www.fullscale-labs.com/,France,LES ULIS,,Other,À vérifier,,D,New,Qualifier l'activité avant tout pitch ciblé.,No immediate action,To enrich,Eurosatory 2026 Catalog
FYC,https://www.fyc.fi/,Finlande,PIRKKALA,https://www.linkedin.com/company/fyc-fi,Soldier systems,OEM,70.5,B,New,"Vend des sous-systèmes / composants à un OEM construisant Soldier equipment, Ballistic protection.",Review website and validate opportunity,Composite materials,Eurosatory 2026 Catalog
Fynd Reality AS,http://www.fyndreality.com/,Norvège,Hamar,,Logistics / MRO,OEM,61.8,B,New,"Vend des sous-systèmes / composants à un OEM construisant Software / Platforms, Simulators / Training.",Review website and validate opportunity,Cloud / data services,Eurosatory 2026 Catalog
G&G PARTNERS,http://www.defshell.it/,Italie,MONTICHIARI (BRESCIA),,C4ISR,OEM,67.5,B,New,"Composants, sous-systèmes, software, services pour primes C4ISR.",Review website and validate opportunity,Engines / propulsion,Eurosatory 2026 Catalog
G&G PARTNERS France,http://www.defshell.it/fr/,France,MEUDON LA FORET,https://linkedin.com/company/g-g-partners-france,C4ISR,OEM,68.0,B,New,"Composants, sous-systèmes, software, services pour primes C4ISR.",Review website and validate opportunity,Engines / propulsion,Eurosatory 2026 Catalog
G&H,https://www.gandh.com/,Royaume-Uni,ILMINSTER,https://www.linkedin.com/company/g-h/,Intelligence / ISR,OEM,78.0,A,New,"Capteurs, payloads optroniques, communications pour plateformes ISR.",Contact sales team and qualify need,Engines / propulsion,Eurosatory 2026 Catalog
G. W. Lisk,https://www.gwlisk.com/,États-Unis,Clifton Springs,,Naval defense,Distributeur,67.5,B,New,"Radars, sonars, comms, armement, sustainment pour primes navals.",Review website and validate opportunity,Electronic components,Eurosatory 2026 Catalog
G.CARTIER TECHNOLOGIES,,France,CLUSES,,Other,À vérifier,,D,New,Qualifier l'activité avant tout pitch ciblé.,No immediate action,To enrich,Eurosatory 2026 Catalog
G.K SPACEBOATS LTD,https://www.spaceboats.eu/,Cyprus,NICOSIA,,Electronic warfare,OEM,74.5,B,New,"Amplis RF, processeurs signal, embarqué, antennes pour EW.",Review website and validate opportunity,Cloud / data services,Eurosatory 2026 Catalog
GACHES CHIMIE SPECIALITES,https://www.gaches.com/,France,TOULOUSE,https://www.linkedin.com/company/groupe-gaches-chimie/,Logistics / MRO,Distributeur,55.7,C,New,"Pièces de rechange, calibration, certification pour acteurs MRO.",Keep in watchlist,Mechanical parts,Eurosatory 2026 Catalog
GACI TECHNOLOGIES,http://www.gaci.fr/,France,VILLEBON SUR YVETTE,https://fr.linkedin.com/company/gaci-technologies,Intelligence / ISR,Bureau d'ingénierie,74.0,B,New,"Capteurs, payloads optroniques, communications pour plateformes ISR.",Review website and validate opportunity,Industrial subcontracting / machining,Eurosatory 2026 Catalog
