Company name,Website URL,Country,City,LinkedIn,Industry,Type,Lead score,Lead rating,Lifecycle stage,Buying need,Notes,Pitch,Next step,Owner
EURO-COMPOSITES® S.à r.l.,http://www.euro-composites.com/,Luxembourg,ECHTERNACH,https://www.linkedin.com/company/euro-composites/,Naval defense,OEM,76.5,A,New,Engines / propulsion,"Radars, sonars, comms, armement, sustainment pour primes navals.",Hi — I noticed EURO-COMPOSITES® S.à r.l.,Contact sales team and qualify need,
EUROHEATER AS,http://euroheater.no/,Norvège,HAGAN,https://www.linkedin.com/company/euroheater-as/?viewAsMember=true,Homeland security,OEM,57.4,C,New,Engines / propulsion,"Vend des sous-systèmes / composants à un OEM construisant Vehicles, Energy / batteries.","Hi — EUROHEATER AS ships Vehicles, Energy / batteries to Police / law enforcement.",Keep in watchlist,
EUROPEAN DEFENCE AGENCY,,Grèce,,,Other,À vérifier,,D,New,To enrich,Qualifier l'activité avant tout pitch ciblé.,To enrich,No immediate action,
EUROPEAN DEFENSE ECONOMIC NETWORKS,http://www.edencluster.com/,France,ECCULY,https://www.linkedin.com/in/eden-cluster/,Intelligence / ISR,Sous-traitant industriel,70.0,B,New,Energy / batteries,"Capteurs, payloads optroniques, communications pour plateformes ISR.","Hi — I noticed EUROPEAN DEFENSE ECONOMIC NETWORKS builds UAV / drones, Software / Platforms (+9) for Intelligence / ISR.",Review website and validate opportunity,
EUROPLAST-NYCAST,http://www.europlast-nycast.de/,Allemagne,VELBERT,,Other,À vérifier,,D,New,To enrich,Qualifier l'activité avant tout pitch ciblé.,To enrich,No immediate action,
EUROPROTECT FRANCE SA,http://www.europrotect.fr/,France,LYON CEDEX 09,,Other,À vérifier,,D,New,To enrich,Qualifier l'activité avant tout pitch ciblé.,To enrich,No immediate action,
EUROSAM,http://www.eurosam.com/,France,LE PLESSIS ROBINSON,https://fr.linkedin.com/company/eurosam-gie,Other,À vérifier,,D,New,To enrich,Qualifier l'activité avant tout pitch ciblé.,To enrich,No immediate action,
EUROSATCOM & VSATECH Associé,http://eurosatcom.eu/,France,LES ULIS,https://www.linkedin.com/company/25766007/admin/dashboard/,Space / satellite,OEM,76.5,A,New,Electronic components,"Composites, capteurs, comms, lancement pour primes spatiaux.","Hi — I noticed EUROSATCOM & VSATECH Associé builds Tactical radios, Logistics equipment (+6) for Space / satellite.",Contact sales team and qualify need,
EUROSPIKE GMBH,https://www.eurospike.com/,Allemagne,RÖTHENBACH,,Other,À vérifier,,D,New,To enrich,Qualifier l'activité avant tout pitch ciblé.,To enrich,No immediate action,
EUROTECH INTERNATIONAL,https://www.eurotech-intl.com/,France,ST GERMAIN EN LAYE CEDEX,,Other,À vérifier,,D,New,To enrich,Qualifier l'activité avant tout pitch ciblé.,To enrich,No immediate action,
EuroTrophy GmbH,http://www.euro-trophy.de/,Allemagne,FRANKFURT AM MAIN,https://www.linkedin.com/company/eurotrophy/,Other,À vérifier,20.1,D,New,Industrial subcontracting / machining,Qualifier l'activité avant tout pitch ciblé.,Hi — I noticed EuroTrophy GmbH at Eurosatory.,No immediate action,
Evertz,https://www.evertz.com/,Canada,L7L 5Z9,,Other,À vérifier,,D,New,To enrich,Qualifier l'activité avant tout pitch ciblé.,To enrich,No immediate action,
Eviden,http://eviden.com/,France,BEZONS CEDEX,https://www.linkedin.com/company/eviden/posts,Naval defense,OEM,80.0,A,New,Engines / propulsion,"Radars, sonars, comms, armement, sustainment pour primes navals.","Hi — I noticed Eviden builds Vehicles, Sensors (+9) for Naval defense.",Contact sales team and qualify need,
EVPÚ a.s.,https://www.evpu.sk/,Slovaquie,NOVA DUBNICA,www.linkedin.com/company/94793184,UAV / drones,OEM,60.5,B,New,Mechanical parts,Sub-system / payload pour OEM drones tactiques.,"Hi — EVPÚ a.s. ships Logistics equipment, UAV / drones to Aerospace primes.",Review website and validate opportunity,
EVPU DEFENCE A. S.,http://www.evpudefence.com/,République tchèque,UHERSKE HRADISTE,https://www.linkedin.com/company/18689469/,Intelligence / ISR,OEM,71.0,B,New,Energy / batteries,"Capteurs, payloads optroniques, communications pour plateformes ISR.",Hi — I noticed EVPU DEFENCE A.,Review website and validate opportunity,
EXAIL,https://www.exail.com/,France,ST GERMAIN EN LAYE,,Other,À vérifier,,D,New,To enrich,Qualifier l'activité avant tout pitch ciblé.,To enrich,No immediate action,
EXAVISION SAS,http://exavision.com/,France,MILHAUD,,Other,À vérifier,,D,New,To enrich,Qualifier l'activité avant tout pitch ciblé.,To enrich,No immediate action,
EXCALIBUR ARMY,https://www.excaliburarmy.cz/,République tchèque,PRAHA,,Intelligence / ISR,OEM,78.0,A,New,Engines / propulsion,"Capteurs, payloads optroniques, communications pour plateformes ISR.","Hi — I noticed EXCALIBUR ARMY builds Vehicles, Weapons (+6) for Intelligence / ISR.",Contact sales team and qualify need,
EXCALIBUR INTERNATIONAL A.S.,http://www.excaliburinternational.cz/,République tchèque,PRAHA 8,https://www.linkedin.com/company/excalibur-international/,Intelligence / ISR,Distributeur,81.5,A,New,Engines / propulsion,"Capteurs, payloads optroniques, communications pour plateformes ISR.",Hi — I noticed EXCALIBUR INTERNATIONAL A.S.,Contact sales team and qualify need,
EXENS GROUP,http://www.exens-solutions.com/,France,Les Ulis,https://www.linkedin.com/company/99523318,Space / satellite,Distributeur,77.0,A,New,Electronic components,"Composites, capteurs, comms, lancement pour primes spatiaux.","Hi — I noticed EXENS GROUP builds Radars, Software / Platforms (+6) for Space / satellite.",Contact sales team and qualify need,
EXONICUS R&D,,Lettonie,VALMIERA,,Other,À vérifier,,D,New,To enrich,Qualifier l'activité avant tout pitch ciblé.,To enrich,No immediate action,
EXOSENS,http://www.exosens.com/,France,MERIGNAC,https://fr.linkedin.com/company/exosens-group,Intelligence / ISR,OEM,80.0,A,New,Energy / batteries,"Capteurs, payloads optroniques, communications pour plateformes ISR.","Hi — I noticed EXOSENS builds UAV / drones, Sensors (+7) for Intelligence / ISR.",Contact sales team and qualify need,
EXPLEO FRANCE,https://expleo.com/,France,MONTIGNY-LE-BRETONNEUX,,Space / satellite,OEM,78.5,A,New,Engines / propulsion,"Composites, capteurs, comms, lancement pour primes spatiaux.","Hi — I noticed EXPLEO FRANCE builds Vehicles, Software / Platforms (+9) for Space / satellite.",Contact sales team and qualify need,
EXPLORER CASES BY GT LINE GROUP,http://www.explorercases.com/,Italie,BOLOGNA,https://www.linkedin.com/company/gt-line-srl/,UAV / drones,OEM,75.0,A,New,Energy / batteries,Sub-system / payload pour OEM drones tactiques.,"Hi — EXPLORER CASES BY GT LINE GROUP ships UAV / drones, Logistics equipment (+2) to Police / law enforcement, Defense ministries (+1).",Contact sales team and qualify need,
EXPLOSIA A.S.,https://www.explosia.cz/,République tchèque,PARDUBICE,,Other,À vérifier,,D,New,To enrich,Qualifier l'activité avant tout pitch ciblé.,To enrich,No immediate action,
Extron,http://www.extron.com/,Pays-Bas,AMERSFOORT,,Other,À vérifier,,D,New,To enrich,Qualifier l'activité avant tout pitch ciblé.,To enrich,No immediate action,
FA Krosno S.A.,https://www.fakrosno.pl/,Pologne,WARSAW,,Other,À vérifier,16.6,D,New,Industrial subcontracting / machining,Qualifier l'activité avant tout pitch ciblé.,Hi — I noticed FA Krosno S.A.,No immediate action,
FACTEM,https://www.factem.com/,France,BAYEUX,,Other,À vérifier,,D,New,To enrich,Qualifier l'activité avant tout pitch ciblé.,To enrich,No immediate action,
Factor Ingeniería y Decoletaje S.L.,http://factorsl.es/en/solutions/defence,Espagne,PUÇOL,https://www.linkedin.com/company/factor-ingenieria-y-decoletaje,Cybersecurity,Distributeur,69.0,B,New,Energetic materials,"Threat intel, hardware appliances, cloud souverain, audits.",Hi — I noticed Factor Ingeniería y Decoletaje S.L.,Review website and validate opportunity,
FACTORY SYSTEMES,,France,Bailly Romainvilliers,,Other,À vérifier,,D,New,To enrich,Qualifier l'activité avant tout pitch ciblé.,To enrich,No immediate action,
FAE,http://demining.fae-group.com/,Italie,FONDO (TN),,Radar / sensors,OEM,78.0,A,New,Engines / propulsion,"Front-ends RF, processeurs, mécanique de précision pour fabricants radars.","Hi — I noticed FAE builds Vehicles, Communications networks (+5) for Radar / sensors.",Contact sales team and qualify need,
Fairsight Vision,,Ukraine,Lviv,,Other,À vérifier,,D,New,To enrich,Qualifier l'activité avant tout pitch ciblé.,To enrich,No immediate action,
Falck-Schmidt Corp,https://www.falck-schmidt.systems/,Danemark,ODENSE S,,Other,À vérifier,,D,New,To enrich,Qualifier l'activité avant tout pitch ciblé.,To enrich,No immediate action,
FALCOM,http://falcom.gn.com/,Danemark,BALLERUP,,Soldier systems,OEM,53.6,C,New,Mechanical parts,"Vend des sous-systèmes / composants à un OEM construisant Logistics equipment, Engines / propulsion.","Hi — FALCOM ships Logistics equipment, Engines / propulsion to Police / law enforcement.",Keep in watchlist,
FALKEN S.A.U.,http://www.falken.es/,Espagne,MADRID,,Other,À vérifier,,D,New,To enrich,Qualifier l'activité avant tout pitch ciblé.,To enrich,No immediate action,
FASSI,http://www.fassi.com/,Italie,ALBINO BG,https://www.linkedin.com/company/fassi-official/,AI / data,Distributeur,76.5,A,New,Cloud / data services,"GPUs, cloud, data annotation, hardening cyber pour plateforme IA.","Hi — I noticed FASSI builds Software / Platforms, Communications networks (+3) for AI / data.",Contact sales team and qualify need,
FAUN Trackway Limited,http://www.fauntrackway.co.uk/,Royaume-Uni,ANGLESEY,https://www.linkedin.com/company/faun-trackway/?viewAsMember=true,UAV / drones,Distributeur,80.0,A,New,Energy / batteries,"Fournisseur de batteries, moteurs, optronique, RF, composites pour fabricants UAV.","Hi — I noticed FAUN Trackway Limited builds UAV / drones, Logistics equipment (+3) for UAV / drones.",Contact sales team and qualify need,
FDH Aero,https://fdhaero.com/,États-Unis,COMMERCE,https://www.linkedin.com/company/fdhaero/,Other,À vérifier,16.6,D,New,Industrial subcontracting / machining,Qualifier l'activité avant tout pitch ciblé.,Hi — I noticed FDH Aero at Eurosatory.,No immediate action,
FEDD,https://www.agon-electronics.com/fedd/,France,VAL DE LOUYRE ET CAUDEAU,,Other,À vérifier,,D,New,To enrich,Qualifier l'activité avant tout pitch ciblé.,To enrich,No immediate action,
Fédération Bancaire Française,https://www.fbf.fr/fr/,France,PARIS,https://www.linkedin.com/company/fbf/posts/?feedView=all,Armored vehicles,OEM,70.5,B,New,Electronic components,"Moteurs, composites, plaques balistiques, optronique, comms pour OEM blindés.","Hi — I noticed Fédération Bancaire Française builds Sensors, Vehicles for Armored vehicles.",Review website and validate opportunity,
FEDERATION OF SECURITY AND DEFENCE INDUSTRIES OF LATVIA,http://www.federacija.lv/,Lettonie,RIGA,,Other,À vérifier,,D,New,To enrich,Qualifier l'activité avant tout pitch ciblé.,To enrich,No immediate action,
FELSENSOHN,http://felsensohnsafetybelts.com/,Turquie,BURSA,https://www.linkedin.com/company/104619788,Other,OEM,50.4,C,New,Mechanical parts,"Vend des sous-systèmes / composants à un OEM construisant Logistics equipment, Vehicles.","Hi — FELSENSOHN ships Logistics equipment, Vehicles to defense customers.",Keep in watchlist,
FERONYL SA,https://www.feronyl.com/,Belgique,MOUSCRON,,Other,À vérifier,,D,New,To enrich,Qualifier l'activité avant tout pitch ciblé.,To enrich,No immediate action,
FEV FRANCE,http://fev.com/,France,SAINT QUENTIN EN YVELINES,,Cybersecurity,Société de services,73.0,B,New,Engines / propulsion,"Threat intel, hardware appliances, cloud souverain, audits.","Hi — I noticed FEV FRANCE builds Vehicles, Engines / propulsion (+6) for Cybersecurity.",Review website and validate opportunity,
FFG FLENSBURGER FAHRZEUGBAU GESELLSCHAFT MBH,http://www.ffg-flensburg.de/,Allemagne,FLENSBURG,,Other,À vérifier,,D,New,To enrich,Qualifier l'activité avant tout pitch ciblé.,To enrich,No immediate action,
"FFT GD SPORTS CO,.LTD",http://www.fftsport.com/,Chine,SHENZHEN,,Homeland security,OEM,67.2,B,New,Mechanical parts,"Vend des sous-systèmes / composants à un OEM construisant Logistics equipment, Software / Platforms.","Hi — FFT GD SPORTS CO,.LTD ships Logistics equipment, Software / Platforms to Police / law enforcement, Civil security / fire (+2).",Review website and validate opportunity,
FGH TECHNOLOGIES,https://www.fgh-technologies.com/,France,SULLY‑SUR‑LOIRE,,Other,À vérifier,,D,New,To enrich,Qualifier l'activité avant tout pitch ciblé.,To enrich,No immediate action,
FibreCoat,https://www.fibrecoat.de/,Allemagne,AACHEN,https://www.linkedin.com/company/37058976/,Radar / sensors,OEM,73.0,B,New,Energy / batteries,"Front-ends RF, processeurs, mécanique de précision pour fabricants radars.","Hi — I noticed FibreCoat builds UAV / drones, Logistics equipment (+8) for Radar / sensors.",Review website and validate opportunity,
FIDEMECA,https://www.fidemeca.com/,France,LES ESSARTS EN BOCAGE,,Other,À vérifier,,D,New,To enrich,Qualifier l'activité avant tout pitch ciblé.,To enrich,No immediate action,
FIDUCIAL SECURITE,http://www.fiducial-securite.fr/,France,COURBEVOIE,https://fr.linkedin.com/company/fiducial-s%C3%A9curit%C3%A9,Intelligence / ISR,Distributeur,66.8,B,New,Mechanical parts,"Capteurs, payloads optroniques, communications pour plateformes ISR.","Hi — I noticed FIDUCIAL SECURITE builds Logistics equipment, Sensors (+1) for Intelligence / ISR.",Review website and validate opportunity,
FIGHTLITE INDUSTRIES,https://www.fightlite.com/,États-Unis,MELBOURNE,,Other,À vérifier,15.6,D,New,Industrial subcontracting / machining,Qualifier l'activité avant tout pitch ciblé.,Hi — I noticed FIGHTLITE INDUSTRIES at Eurosatory.,No immediate action,
filiale de SERMA Ingénieurie,https://www.tdm-ing.com/,France,MERIGNAC,,Other,À vérifier,,D,New,To enrich,Qualifier l'activité avant tout pitch ciblé.,To enrich,No immediate action,
FINAL ADVANCED MATERIALS,https://www.final-materials.com/,France,Didenheim,,Other,À vérifier,,D,New,To enrich,Qualifier l'activité avant tout pitch ciblé.,To enrich,No immediate action,
FINCANTIERI NEXTECH,https://www.fincantierinextech.com/,Italie,MILANO,,Naval defense,OEM,79.0,A,New,Sensors,"Radars, sonars, comms, armement, sustainment pour primes navals.","Hi — I noticed FINCANTIERI NEXTECH builds Naval systems, Communications networks (+1) for Naval defense.",Contact sales team and qualify need,
FINISHED SOLUTION,http://www.finishedsolution.com/main,Corée du Sud,"Gimpo-si, Gyeonggi-do",,Other,À vérifier,,D,New,To enrich,Qualifier l'activité avant tout pitch ciblé.,To enrich,No immediate action,
FIOCCHI MUNIZIONI,http://www.fiocchi.com/,Italie,LECCO,,Other,À vérifier,,D,New,To enrich,Qualifier l'activité avant tout pitch ciblé.,To enrich,No immediate action,
FIRE EAGLE ARMORY,https://fireeagle-armory.com/fire-eagle-armory-armas/,Brésil,ESTEIO - RS,,Weapons,OEM,63.5,B,New,Cloud / data services,"Vend des sous-systèmes / composants à un OEM construisant Software / Platforms, Logistics equipment.","Hi — FIRE EAGLE ARMORY ships Software / Platforms, Logistics equipment (+1) to defense customers.",Review website and validate opportunity,
Fire Point,http://firepoint.technology/,Ukraine,KYIV,,UAV / drones,OEM,45.8,C,New,Energy / batteries,Sub-system / payload pour OEM drones tactiques.,Hi — Fire Point ships UAV / drones to defense customers.,Keep in watchlist,
FIRECO,https://www.fireco.eu/,Italie,GUSSAGO,,Other,À vérifier,,D,New,To enrich,Qualifier l'activité avant tout pitch ciblé.,To enrich,No immediate action,
FISAZA,http://www.fisaza.com/,Émirats arabes unis,RAS AL KHAIMAH,https://www.linkedin.com/company/fisaza/,Weapons,OEM,62.2,B,New,Mechanical parts,"Usinage de précision, matériaux, optronique, composants munitions ITAR-friendly.","Hi — I noticed FISAZA builds Weapons, Ammunition for Weapons.",Review website and validate opportunity,
FISCHER CONNECTORS,http://www.fischerconnectors.fr/,France,CHANTELOUP-EN-BRIE,https://www.linkedin.com/company/fischer-connectors,Radar / sensors,OEM,54.2,C,New,Electronic components,"Front-ends RF, processeurs, mécanique de précision pour fabricants radars.","Hi — I noticed FISCHER CONNECTORS builds Sensors, Logistics equipment for Radar / sensors.",Keep in watchlist,
Fischer Panda GmbH,http://defence.fischerpanda.de/,Allemagne,PADERBORN,https://de.linkedin.com/company/fischerpanda,Other,À vérifier,17.6,D,New,Industrial subcontracting / machining,Qualifier l'activité avant tout pitch ciblé.,Hi — I noticed Fischer Panda GmbH at Eurosatory.,No immediate action,
