account_name,country,priority_level,lead_score,target_type,buying_need_main,ideal_seller_profile,recommended_sales_angle,short_pitch,website_url,linkedin_company_url,lead_status,next_best_action,notes
EUCLIDE INDUSTRIE,France,D,,À vérifier,To enrich,Qualifier l'activité avant tout pitch ciblé.,To enrich,To enrich,http://www.euclide.pro/,https://www.linkedin.com/company/euclideindustrie,New,No immediate action,
EURENCO S.A.S.,France,D,,À vérifier,To enrich,Qualifier l'activité avant tout pitch ciblé.,To enrich,To enrich,http://www.eurenco.com/,,New,No immediate action,
"EURO SECURITY PRODUCTS, S.R.O.",République tchèque,B,62.5,Acheteur potentiel,Mechanical parts,"Usinage de précision, matériaux, optronique, composants munitions ITAR-friendly.","Weapon manufacturers source precision machining, materials, optronics and ammunition components — heavy export control.","Hi — I noticed EURO SECURITY PRODUCTS, S.R.O.",http://www.esp-products.com/,https://linkedin.com/in/ondrejmuzika,New,Review website and validate opportunity,
EUROATLAS GmbH,Allemagne,D,,À vérifier,To enrich,Qualifier l'activité avant tout pitch ciblé.,To enrich,To enrich,https://www.euroatlas.com/,,New,No immediate action,
EURO-COMPOSITES® S.à r.l.,Luxembourg,A,76.5,Acheteur potentiel,Engines / propulsion,"Radars, sonars, comms, armement, sustainment pour primes navals.","Naval primes buy radars, sonars, comms, weapons and sustainment in long cycles.",Hi — I noticed EURO-COMPOSITES® S.à r.l.,http://www.euro-composites.com/,https://www.linkedin.com/company/euro-composites/,New,Contact sales team and qualify need,
EUROHEATER AS,Norvège,C,57.4,Acheteur potentiel,Engines / propulsion,"Vend des sous-systèmes / composants à un OEM construisant Vehicles, Energy / batteries.",EUROHEATER AS sells to police / border — they need fast-deployable kits and certified comms.,"Hi — EUROHEATER AS ships Vehicles, Energy / batteries to Police / law enforcement.",http://euroheater.no/,https://www.linkedin.com/company/euroheater-as/?viewAsMember=true,New,Keep in watchlist,
EUROPEAN DEFENCE AGENCY,Grèce,D,,À vérifier,To enrich,Qualifier l'activité avant tout pitch ciblé.,To enrich,To enrich,,,New,No immediate action,
EUROPEAN DEFENSE ECONOMIC NETWORKS,France,B,70.0,Acheteur potentiel,Energy / batteries,"Capteurs, payloads optroniques, communications pour plateformes ISR.","ISR platforms aggregate sensors, comms and AI. Map EUROPEAN DEFENSE ECONOMIC NETWORKS's integration partners.","Hi — I noticed EUROPEAN DEFENSE ECONOMIC NETWORKS builds UAV / drones, Software / Platforms (+9) for Intelligence / ISR.",http://www.edencluster.com/,https://www.linkedin.com/in/eden-cluster/,New,Review website and validate opportunity,
EUROPLAST-NYCAST,Allemagne,D,,À vérifier,To enrich,Qualifier l'activité avant tout pitch ciblé.,To enrich,To enrich,http://www.europlast-nycast.de/,,New,No immediate action,
EUROPROTECT FRANCE SA,France,D,,À vérifier,To enrich,Qualifier l'activité avant tout pitch ciblé.,To enrich,To enrich,http://www.europrotect.fr/,,New,No immediate action,
EUROSAM,France,D,,À vérifier,To enrich,Qualifier l'activité avant tout pitch ciblé.,To enrich,To enrich,http://www.eurosam.com/,https://fr.linkedin.com/company/eurosam-gie,New,No immediate action,
EUROSATCOM & VSATECH Associé,France,A,76.5,Acheteur potentiel,Electronic components,"Composites, capteurs, comms, lancement pour primes spatiaux.","Space primes source composites, sensors, comms and launch services.","Hi — I noticed EUROSATCOM & VSATECH Associé builds Tactical radios, Logistics equipment (+6) for Space / satellite.",http://eurosatcom.eu/,https://www.linkedin.com/company/25766007/admin/dashboard/,New,Contact sales team and qualify need,
EUROSPIKE GMBH,Allemagne,D,,À vérifier,To enrich,Qualifier l'activité avant tout pitch ciblé.,To enrich,To enrich,https://www.eurospike.com/,,New,No immediate action,
EUROTECH INTERNATIONAL,France,D,,À vérifier,To enrich,Qualifier l'activité avant tout pitch ciblé.,To enrich,To enrich,https://www.eurotech-intl.com/,,New,No immediate action,
EuroTrophy GmbH,Allemagne,D,20.1,À vérifier,Industrial subcontracting / machining,Qualifier l'activité avant tout pitch ciblé.,"Public sources too thin — discovery call first, focused pitch second.",Hi — I noticed EuroTrophy GmbH at Eurosatory.,http://www.euro-trophy.de/,https://www.linkedin.com/company/eurotrophy/,New,No immediate action,
Evertz,Canada,D,,À vérifier,To enrich,Qualifier l'activité avant tout pitch ciblé.,To enrich,To enrich,https://www.evertz.com/,,New,No immediate action,
Eviden,France,A,80.0,Acheteur potentiel,Engines / propulsion,"Radars, sonars, comms, armement, sustainment pour primes navals.","Naval primes buy radars, sonars, comms, weapons and sustainment in long cycles.","Hi — I noticed Eviden builds Vehicles, Sensors (+9) for Naval defense.",http://eviden.com/,https://www.linkedin.com/company/eviden/posts,New,Contact sales team and qualify need,
EVPÚ a.s.,Slovaquie,B,60.5,Acheteur potentiel,Mechanical parts,Sub-system / payload pour OEM drones tactiques.,UAV programs are scaling — EVPÚ a.s. is buying. Position [your sub-system] as a qualified alternative on their next platform.,"Hi — EVPÚ a.s. ships Logistics equipment, UAV / drones to Aerospace primes.",https://www.evpu.sk/,www.linkedin.com/company/94793184,New,Review website and validate opportunity,
EVPU DEFENCE A. S.,République tchèque,B,71.0,Acheteur potentiel,Energy / batteries,"Capteurs, payloads optroniques, communications pour plateformes ISR.","ISR platforms aggregate sensors, comms and AI. Map EVPU DEFENCE A. S.'s integration partners.",Hi — I noticed EVPU DEFENCE A.,http://www.evpudefence.com/,https://www.linkedin.com/company/18689469/,New,Review website and validate opportunity,
EXAIL,France,D,,À vérifier,To enrich,Qualifier l'activité avant tout pitch ciblé.,To enrich,To enrich,https://www.exail.com/,,New,No immediate action,
EXAVISION SAS,France,D,,À vérifier,To enrich,Qualifier l'activité avant tout pitch ciblé.,To enrich,To enrich,http://exavision.com/,,New,No immediate action,
EXCALIBUR ARMY,République tchèque,A,78.0,Acheteur potentiel,Engines / propulsion,"Capteurs, payloads optroniques, communications pour plateformes ISR.","ISR platforms aggregate sensors, comms and AI. Map EXCALIBUR ARMY's integration partners.","Hi — I noticed EXCALIBUR ARMY builds Vehicles, Weapons (+6) for Intelligence / ISR.",https://www.excaliburarmy.cz/,,New,Contact sales team and qualify need,
EXCALIBUR INTERNATIONAL A.S.,République tchèque,A,81.5,Acheteur potentiel,Engines / propulsion,"Capteurs, payloads optroniques, communications pour plateformes ISR.","ISR platforms aggregate sensors, comms and AI. Map EXCALIBUR INTERNATIONAL A.S.'s integration partners.",Hi — I noticed EXCALIBUR INTERNATIONAL A.S.,http://www.excaliburinternational.cz/,https://www.linkedin.com/company/excalibur-international/,New,Contact sales team and qualify need,
EXENS GROUP,France,A,77.0,Acheteur potentiel,Electronic components,"Composites, capteurs, comms, lancement pour primes spatiaux.","Space primes source composites, sensors, comms and launch services.","Hi — I noticed EXENS GROUP builds Radars, Software / Platforms (+6) for Space / satellite.",http://www.exens-solutions.com/,https://www.linkedin.com/company/99523318,New,Contact sales team and qualify need,
EXONICUS R&D,Lettonie,D,,À vérifier,To enrich,Qualifier l'activité avant tout pitch ciblé.,To enrich,To enrich,,,New,No immediate action,
EXOSENS,France,A,80.0,Acheteur potentiel,Energy / batteries,"Capteurs, payloads optroniques, communications pour plateformes ISR.","ISR platforms aggregate sensors, comms and AI. Map EXOSENS's integration partners.","Hi — I noticed EXOSENS builds UAV / drones, Sensors (+7) for Intelligence / ISR.",http://www.exosens.com/,https://fr.linkedin.com/company/exosens-group,New,Contact sales team and qualify need,
EXPLEO FRANCE,France,A,78.5,Acheteur potentiel,Engines / propulsion,"Composites, capteurs, comms, lancement pour primes spatiaux.","Space primes source composites, sensors, comms and launch services.","Hi — I noticed EXPLEO FRANCE builds Vehicles, Software / Platforms (+9) for Space / satellite.",https://expleo.com/,,New,Contact sales team and qualify need,
EXPLORER CASES BY GT LINE GROUP,Italie,A,75.0,Acheteur potentiel,Energy / batteries,Sub-system / payload pour OEM drones tactiques.,UAV programs are scaling — EXPLORER CASES BY GT LINE GROUP is buying. Position [your sub-system] as a qualified alternative on their next platform.,"Hi — EXPLORER CASES BY GT LINE GROUP ships UAV / drones, Logistics equipment (+2) to Police / law enforcement, Defense ministries (+1).",http://www.explorercases.com/,https://www.linkedin.com/company/gt-line-srl/,New,Contact sales team and qualify need,
EXPLOSIA A.S.,République tchèque,D,,À vérifier,To enrich,Qualifier l'activité avant tout pitch ciblé.,To enrich,To enrich,https://www.explosia.cz/,,New,No immediate action,
Extron,Pays-Bas,D,,À vérifier,To enrich,Qualifier l'activité avant tout pitch ciblé.,To enrich,To enrich,http://www.extron.com/,,New,No immediate action,
FA Krosno S.A.,Pologne,D,16.6,À vérifier,Industrial subcontracting / machining,Qualifier l'activité avant tout pitch ciblé.,"Public sources too thin — discovery call first, focused pitch second.",Hi — I noticed FA Krosno S.A.,https://www.fakrosno.pl/,,New,No immediate action,
FACTEM,France,D,,À vérifier,To enrich,Qualifier l'activité avant tout pitch ciblé.,To enrich,To enrich,https://www.factem.com/,,New,No immediate action,
Factor Ingeniería y Decoletaje S.L.,Espagne,B,69.0,Fournisseur potentiel,Energetic materials,"Threat intel, hardware appliances, cloud souverain, audits.","Cyber-defense vendors source threat intel feeds, hardware appliances, cloud and certification services. Procurement / CISO are entry points.",Hi — I noticed Factor Ingeniería y Decoletaje S.L.,http://factorsl.es/en/solutions/defence,https://www.linkedin.com/company/factor-ingenieria-y-decoletaje,New,Review website and validate opportunity,
FACTORY SYSTEMES,France,D,,À vérifier,To enrich,Qualifier l'activité avant tout pitch ciblé.,To enrich,To enrich,,,New,No immediate action,
FAE,Italie,A,78.0,Acheteur potentiel,Engines / propulsion,"Front-ends RF, processeurs, mécanique de précision pour fabricants radars.","Radar / sensor lines need specialised electronics, signal processing chips and composite housings. Talk to chief engineer.","Hi — I noticed FAE builds Vehicles, Communications networks (+5) for Radar / sensors.",http://demining.fae-group.com/,,New,Contact sales team and qualify need,
Fairsight Vision,Ukraine,D,,À vérifier,To enrich,Qualifier l'activité avant tout pitch ciblé.,To enrich,To enrich,,,New,No immediate action,
Falck-Schmidt Corp,Danemark,D,,À vérifier,To enrich,Qualifier l'activité avant tout pitch ciblé.,To enrich,To enrich,https://www.falck-schmidt.systems/,,New,No immediate action,
FALCOM,Danemark,C,53.6,Acheteur potentiel,Mechanical parts,"Vend des sous-systèmes / composants à un OEM construisant Logistics equipment, Engines / propulsion.",FALCOM sells to forces — they need certified materials and ergonomic sub-systems.,"Hi — FALCOM ships Logistics equipment, Engines / propulsion to Police / law enforcement.",http://falcom.gn.com/,,New,Keep in watchlist,
FALKEN S.A.U.,Espagne,D,,À vérifier,To enrich,Qualifier l'activité avant tout pitch ciblé.,To enrich,To enrich,http://www.falken.es/,,New,No immediate action,
FASSI,Italie,A,76.5,Acheteur potentiel,Cloud / data services,"GPUs, cloud, data annotation, hardening cyber pour plateforme IA.","AI platforms consume GPUs, cloud, data annotation services and cybersecurity hardening. Talk to CTO / head of platform.","Hi — I noticed FASSI builds Software / Platforms, Communications networks (+3) for AI / data.",http://www.fassi.com/,https://www.linkedin.com/company/fassi-official/,New,Contact sales team and qualify need,
FAUN Trackway Limited,Royaume-Uni,A,80.0,Acheteur potentiel,Energy / batteries,"Fournisseur de batteries, moteurs, optronique, RF, composites pour fabricants UAV.","UAV builds need batteries, motors, optronics, RF links and composites. Map their bill of materials with the supply chain lead.","Hi — I noticed FAUN Trackway Limited builds UAV / drones, Logistics equipment (+3) for UAV / drones.",http://www.fauntrackway.co.uk/,https://www.linkedin.com/company/faun-trackway/?viewAsMember=true,New,Contact sales team and qualify need,
FDH Aero,États-Unis,D,16.6,À vérifier,Industrial subcontracting / machining,Qualifier l'activité avant tout pitch ciblé.,"Public sources too thin — discovery call first, focused pitch second.",Hi — I noticed FDH Aero at Eurosatory.,https://fdhaero.com/,https://www.linkedin.com/company/fdhaero/,New,No immediate action,
FEDD,France,D,,À vérifier,To enrich,Qualifier l'activité avant tout pitch ciblé.,To enrich,To enrich,https://www.agon-electronics.com/fedd/,,New,No immediate action,
Fédération Bancaire Française,France,B,70.5,Acheteur potentiel,Electronic components,"Moteurs, composites, plaques balistiques, optronique, comms pour OEM blindés.","Armored vehicle OEMs buy engines, composites, ballistic plates, optronics, comms and specialised mechanics in volume.","Hi — I noticed Fédération Bancaire Française builds Sensors, Vehicles for Armored vehicles.",https://www.fbf.fr/fr/,https://www.linkedin.com/company/fbf/posts/?feedView=all,New,Review website and validate opportunity,
FEDERATION OF SECURITY AND DEFENCE INDUSTRIES OF LATVIA,Lettonie,D,,À vérifier,To enrich,Qualifier l'activité avant tout pitch ciblé.,To enrich,To enrich,http://www.federacija.lv/,,New,No immediate action,
FELSENSOHN,Turquie,C,50.4,Acheteur potentiel,Mechanical parts,"Vend des sous-systèmes / composants à un OEM construisant Logistics equipment, Vehicles.",Qualify the activity before pitching.,"Hi — FELSENSOHN ships Logistics equipment, Vehicles to defense customers.",http://felsensohnsafetybelts.com/,https://www.linkedin.com/company/104619788,New,Keep in watchlist,
FERONYL SA,Belgique,D,,À vérifier,To enrich,Qualifier l'activité avant tout pitch ciblé.,To enrich,To enrich,https://www.feronyl.com/,,New,No immediate action,
FEV FRANCE,France,B,73.0,Acheteur potentiel,Engines / propulsion,"Threat intel, hardware appliances, cloud souverain, audits.","Cyber-defense vendors source threat intel feeds, hardware appliances, cloud and certification services. Procurement / CISO are entry points.","Hi — I noticed FEV FRANCE builds Vehicles, Engines / propulsion (+6) for Cybersecurity.",http://fev.com/,,New,Review website and validate opportunity,
